Fournisseur;Actif;id;CB;UPC;Produit;Réference;Categorie;Prix Achat;Prix Vente;Unité de Vente;Quantité à la vente;
"Le Galline Felici (agrumes)";"Non";"1371";"";"";"Banane sicilienne BIO (au 500g)";"FD-RN-KMN-NO-P";"Autres fruits";"2.12";"2.80";"500g";"0";
"Le Galline Felici (agrumes)";"Non";"1387";"";"";"Sac Noël Heureux BIO (à la pièce)";"DF-MN-UUN-ON-P";"Epicerie sucrée";"27.00";"33.75";"";"0";
"Le Galline Felici (agrumes)";"Non";"1388";"";"";"Panier Noël Heureux BIO (à la pièce)";"DF-MN-UUN-ON-P";"Epicerie sucrée";"54.00";"67.50";"";"0";
"Le Galline Felici (agrumes)";"Non";"1425";"";"";"Citrons BIO (au 500g)";"FA-MN-KMN-NO-P";"Agrumes";"1.08";"1.50";"Kg";"-1";
"Le Galline Felici (agrumes)";"Non";"1463";"";"";"Pamplemousses Jaunes BIO (au kg)";"FA-MN-KUN-NO-P";"Agrumes";"2.08";"2.80";"Kg";"0";
"LEGER Coline";"Non";"1185";"";"";"Crème de châtaignes BIO  (pot de 360g)";"DD-RO-UUN-NN-P";"Epicerie sucrée";"4.74";"6.25";"le pot";"0";
"Les Jardins des Collettes";"Non";"1389";"";"";"Courge violon  Agric R (kg)";"LG-MN-KUN-NO";"Légumes frais";"1.30";"1.70";"kg";"13";
"Les Producteurs du Fil";"Oui";"861";"3000001234852";"";"Savon Lait d'ânesse Café Bio";"BX-RO-UUN-NN-P";"Accueil";"3.50";"5.00";"";"4";
"Les Producteurs du Fil";"Oui";"862";"3000001234869";"";"Savon Lait d'ânesse Argile verte";"BX-RO-UUN-NN-P";"Accueil";"3.50";"5.00";"";"4";
"Les Producteurs du Fil";"Oui";"863";"3000001234876";"";"Savon Lait d'ânesse Huile essentielle de Cèdre";"BX-RO-UUN-NN-P";"Accueil";"3.50";"5.00";"";"0";
"Les Producteurs du Fil";"Oui";"864";"3000001234883";"";"Savon Lait d'ânesse Lavande fine";"BX-RO-UUN-NN-P";"Accueil";"3.50";"5.00";"";"0";
"Les Producteurs du Fil";"Oui";"865";"3000001234890";"";"Savon Lait d'ânesse Nature";"BX-RO-UUN-NN-P";"Accueil";"3.50";"5.00";"";"1";
"Les Producteurs du Fil";"Oui";"1447";"";"";"Savon Lait d'ânesse HE Romarin verbedone";"BX-RO-UUN-NN-P";"Soins";"3.50";"5.00";"";"2";
"Les Producteurs du Fil";"Non";"867";"3000001234906";"";"Savon Lait d'ânesse Lavande fleur";"BX-RO-UUN-NN-P";"Accueil";"3.50";"5.00";"";"0";
"Les Producteurs du Fil";"Non";"1741";"";"";"Fraises  de MONS  barquette de 500 g";"FD-MN-UUN-NN-P";"Fruits frais";"4.00";"5.00";"Kg";"0";
"M MOUSSA MANNAI ";"Oui";"1331";"";"";"Haricots verts fins La Roquette AR (au 100g)";"LG-MV-KDN-NO-P";"Légumes frais";"0.61";"0.80";"kg";"504";
"M MOUSSA MANNAI ";"Oui";"1332";"";"";"Petit Concombre libanais Tanneron AR (par 100g)";"LF-MN-KDN-NO";"Légumes frais";"0.53";"0.65";"kg";"446";
"M MOUSSA MANNAI ";"Oui";"1348";"";"";"Poivrons verts Agric AR (par 500 g)";"LF-MN-KMN-NO-P";"Légumes frais";"1.32";"1.70";"500g";"902";
"M MOUSSA MANNAI ";"Oui";"1349";"";"";"Courgettes longues Agric R (au kg)";"LG-MN-KUN-NO-P";"Légumes frais";"2.94";"3.60";"kg";"842";
"M MOUSSA MANNAI ";"Oui";"1357";"";"";"blettes à côtes Agric R (vendues à la botte)";"LS-MN-LUN-NN-P";"Légumes frais";"0.74";"1.00";"botte";"921";
"M MOUSSA MANNAI ";"Oui";"1363";"";"";"Aubergines Tanneron AR (au Kg)";"LF-MN-KUN-NO-P";"Légumes frais";"2.64";"3.50";"kg";"766";
"M MOUSSA MANNAI ";"Oui";"1365";"";"";"Grosse Courge musquée Agric R (vendue au Kg)";"LF-MV-KUN-NO";"Courges";"1.06";"1.35";"kg";"996";
"M MOUSSA MANNAI ";"Oui";"1622";"";"";"Gros fenouil La Roquette AR (au kg)";"LR-MN-KUN-NO";"Autres légumes";"1.27";"3.60";"botte";"757";
"M MOUSSA MANNAI ";"Oui";"1702";"";"";"Cébettes Auribeau AR  (à la botte)";"LB-MN-LUN-NN-P";"Légumes frais";"0.63";"0.85";"botte";"807";
"M MOUSSA MANNAI ";"Oui";"1722";"";"";"Concombre Noa Tanneron. AR (au 500g)";"LX-MN-KMN-NO";"Légumes frais";"1.48";"2.00";"500g";"932";
"M MOUSSA MANNAI ";"Oui";"1800";"";"";"Melons verts vendus à la pièce";"FD-MN-UUN-NN";"Fruits frais";"4.20";"5.30";"pièce";"999";
"M MOUSSA MANNAI ";"Oui";"1854";"";"";"Betteraves AR en botte";"LR-MN-LUN-NN-P";"Légumes frais";"1.30";"1.60";"botte";"988";
"M MOUSSA MANNAI ";"Non";"1352";"";"";"Courgettes rondes Auribeau AR (au 500 g)";"LG-MN-KMN-NO-P";"Légumes frais";"1.50";"2.00";"kg";"889";
"M MOUSSA MANNAI ";"Non";"1353";"";"";"Radis Roses La Roquette AR (à la botte)";"LR-MN-UUN-NN";"Légumes frais";"0.84";"1.05";"botte";"155";
"M MOUSSA MANNAI ";"Non";"1358";"";"";"Salade Mâche Agric R (au 100g)";"LS-MN-KDO-NO";"Salades";"0.84";"1.10";"kg";"926";
"M MOUSSA MANNAI ";"Non";"1366";"";"";"Chou Brocoli Agric R (par 500g)";"LC-MV-KMN-NO";"Choux et navets";"1.32";"1.65";"kg";"0";
"M MOUSSA MANNAI ";"Non";"1367";"";"";"Navet violets Agric R à la botte";"LR-MO-KMN-NO";"Choux et navets";"0.75";"1.31";"kg";"948";
"M MOUSSA MANNAI ";"Non";"1376";"";"";"Poivrons rouges Agric R (par 500 g)";"LF-MN-KMN-NO-P";"Légumes frais";"1.32";"1.70";"Kg";"892";
"M MOUSSA MANNAI ";"Non";"1395";"";"";"Chou frisé Agric R vendu au 500g (3 pièces faisant environ 600g)";"LC-MN-KMN-NO-P";"Choux et navets";"0.80";"1.00";"kg";"920";
"M MOUSSA MANNAI ";"Non";"1396";"";"";"Blettes fines  Agric R (à la botte)";"LS-MN-LUN-NN-P";"Légumes frais";"0.74";"1.00";"botte";"2";
"M MOUSSA MANNAI ";"Non";"1397";"";"";"Epinard petites feuilles en botte  Agric R (prix à la botte)";"LS-MN-LUN-NN-P";"Légumes frais";"0.74";"1.00";"botte";"902";
"M MOUSSA MANNAI ";"Non";"1426";"";"";"Chou fleur AR (au kg)";"LC-MV-KUN-NO";"Choux et navets";"2.11";"2.80";"kg";"908";
"M MOUSSA MANNAI ";"Non";"1475";"";"";"Petit navet fane AR à la botte";"LR-MN-LUN-NN";"Choux et navets";"1.05";"1.40";"botte";"0";
"M MOUSSA MANNAI ";"Non";"1476";"";"";"chou rouge AR vendu à la pièce";"LC-MN-UUN-NN";"Choux et navets";"1.10";"1.30";"pièce";"24";
"M MOUSSA MANNAI ";"Non";"1477";"";"";"petits fenouils à la botte";"LX-MN-UUN-NN";"Autres légumes";"1.27";"2.00";"botte";"0";
"M MOUSSA MANNAI ";"Non";"1478";"";"";"chou kale";"LC-MN-LUN-NN";"Choux et navets";"1.05";"1.30";"botte";"82";
"M MOUSSA MANNAI ";"Non";"1479";"";"";"chou lisse AR à la pièce";"LC-MN-UUN-NN";"Choux et navets";"1.10";"1.30";"pièce";"34";
"M MOUSSA MANNAI ";"Non";"1482";"";"";"Radis noir à la pièce";"LR-RN-UUN-NN";"Autres légumes";"0.50";"0.65";"";"0";
"M MOUSSA MANNAI ";"Non";"1543";"";"";"Epinard feuille en Agric R à l'hectogramme (100g)";"LS-MN-KDO-NO";"Salades";"0.47";"0.63";"kg";"8";
"M MOUSSA MANNAI ";"Non";"1581";"";"";"Fraises Gariguette Tanneron AR ( Barquette de 250g)";"FD-MN-UUN-NN-P";"Fruits frais";"2.60";"3.30";"barquette";"0";
"M MOUSSA MANNAI ";"Non";"1582";"";"";"Salade Batavia Agric Raisonnée (à la pièce)";"LS-MN-UUN-NN-P";"Salades";"0.74";"1.00";"";"887";
"M MOUSSA MANNAI ";"Non";"1583";"";"";"Salade Feuille de chêne rouge Agric Raisonnée (à la pièce)";"LS-MN-UUN-NN-P";"Salades";"0.74";"1.00";"";"906";
"M MOUSSA MANNAI ";"Non";"1584";"";"";"Salade Frisée Agric Raisonnée (à la pièce)";"LS-MN-UUN-NN-P";"Salades";"0.74";"1.00";"";"2";
"M MOUSSA MANNAI ";"Non";"1636";"";"";"Petits pois  La Roquette AR (à l'hectogramme)";"LF-MN-KDN-NO-P";"Autres légumes";"0.53";"0.66";"kg";"997";
"M MOUSSA MANNAI ";"Non";"1637";"";"";"Févettes AR (par 100g)";"LG-MN-KDN-NO-P";"Légumes frais";"0.40";"0.50";"kg";"996";
"M MOUSSA MANNAI ";"Non";"1646";"";"";"Fraises pour confiture Agric Raisonnée ( au kg)";"FD-MO-KUN-NO";"Fruits frais";"5.20";"6.50";"kg";"1";
"M MOUSSA MANNAI ";"Non";"1684";"";"";"Courgettes blanches Tanneron AR  (au 500 g)";"LG-MN-KMN-NO-P";"Légumes frais";"1.50";"2.00";"kg";"739";
"M MOUSSA MANNAI ";"Non";"1687";"";"";"Artichauts en botte 4 têtes AR";"LE-MN-LUN-NN-P";"Autres légumes";"2.11";"2.65";"botte";"-1";
"M MOUSSA MANNAI ";"Non";"1689";"";"";"Salade Feuille de chêne blonde Agriculture Raisonnée";"LS-MN-UUN-NN";"Salades";"0.63";"1.00";"";"0";
"M MOUSSA MANNAI ";"Non";"1723";"";"";"Tomate cornues Tanneron AR";"LT-MN-KUN-NO";"Légumes frais";"3.38";"4.50";"kg";"2";
"M MOUSSA MANNAI ";"Non";"1724";"";"";"Tomates cerises rouges et jaunes Tanneron AR (barquettes de 300g)";"LT-MN-UUN-NO";"Légumes frais";"2.64";"3.50";"300g";"953";
"M MOUSSA MANNAI ";"Non";"1742";"";"";"Tomate cornues Tanneron AR";"LT-MN-KUN-NO";"Légumes frais";"3.38";"4.50";"kg";"0";
"M MOUSSA MANNAI ";"Non";"1743";"";"";"Tomates  Mélange de variétés au KG AR Tanneron";"LT-MN-KUN-NO";"Légumes frais";"2.94";"3.90";"kg";"793";
"M MOUSSA MANNAI ";"Non";"1753";"";"";"Pommes de terre Auribeau non traitées";"LP-RO-KUN-NO-P";"Pommes de terre";"2.63";"3.30";"kg";"83";
"M MOUSSA MANNAI ";"Non";"1760";"";"";"Melon vendus à la pièce AR";"FD-MN-UUN-NN";"Fruits frais";"2.32";"2.90";"pièce";"1";
"M MOUSSA MANNAI ";"Non";"1761";"";"";"Piments verts  AR (au 100g)";"LX-MN-KDN-NO";"Légumes frais";"0.26";"0.35";"100g";"0";
"M MOUSSA MANNAI ";"Non";"1766";"";"";"Tomates pour coulis (par cagettes de 5 KG) AR";"LT-MN-UUN-NN";"Légumes frais";"6.33";"8.50";"5kg";"976";
"M MOUSSA MANNAI ";"Non";"1767";"";"";"Tomates cerises rouges et jaunes -AR  (aux 100g)";"LT-MN-KDN-NO";"Légumes frais";"0.61";"0.82";"kg";"936";
"M MOUSSA MANNAI ";"Non";"1802";"";"";"Pasteques grosses AR vendues à la pièce";"FD-MN-UUN-NN";"Fruits frais";"5.30";"6.60";"pièce";"0";
"M MOUSSA MANNAI ";"Non";"1855";"";"";"Radis ronds La Roquette AR (à la botte)";"LR-MN-LUN-NN-P";"Légumes frais";"0.79";"1.10";"botte";"988";
"Mademoisellle  envoie du Paté";"Oui";"1068";"";"";"Paté de Canard un peu Cochon";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"3.31";"4.15";"";"19";
"Mademoisellle  envoie du Paté";"Oui";"1069";"";"";"Paté de mon Papi";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"3.73";"4.70";"";"16";
"Mademoisellle  envoie du Paté";"Oui";"1070";"";"";"Paté qui Fait Rigoler";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"3.31";"4.15";"";"21";
"Mademoisellle  envoie du Paté";"Oui";"1071";"";"";"Rillette  De Coin Coin";"SC-RO-UUN-NN-P";"Accueil";"3.42";"4.30";"";"8";
"Mademoisellle  envoie du Paté";"Oui";"1237";"";"";"Les Fritons de Canard qui ont la Classe";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"3.42";"4.30";"";"11";
"Mademoisellle  envoie du Paté";"Non";"1326";"";"";"Confit de Canard 2 Cuisses bocal  Maison Besse";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"9.95";"12.45";"";"0";
"Mademoisellle  envoie du Paté";"Non";"1327";"";"";"Confit de Canard 4 Cuisses boite  Maison Besse";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"17.90";"22.35";"";"0";
"Mademoisellle  envoie du Paté";"Non";"1328";"";"";"Foie Gras Entier mi cuit 180g Besse";"SC-RO-UUN-NN-P";"Terrine, patés, conserves de poissons";"18.92";"23.65";"";"0";
"Maison BIO de Castellane";"Non";"593";"";"";"Boule aux céréales et aux graines au levain naturel BIO (achat à la pièce - payé au poids : prix au kg)";"OP-MV-UUN-NN-S";"";"5.50";"6.90";"kg";"996";
"Maison BIO de Castellane";"Non";"594";"";"";"Baguettine de campagne au levain naturel BIO";"OP-MV-UUN-NN-S";"";"0.90";"1.12";"unité";"991";
"Maison ZAMBONI";"Oui";"1439";"3770014795175";"";"Canistrelli Corses VIN BLANC 200 g";"DB-RO-UUN-NN-P";"Biscuits";"2.90";"4.00";"";"4";
"Maison ZAMBONI";"Oui";"1440";"3770014795144";"";"Canistrelli Corses CHOCOLAT 200 g";"DB-RO-UUN-NN-P";"Biscuits";"2.90";"4.00";"";"11";
"Maison ZAMBONI";"Oui";"1441";"3770014795106";"";"Canistrelli Corses MIEL 200 g";"DB-RO-UUN-NN-P";"Biscuits";"2.90";"4.00";"";"10";
"Maison ZAMBONI";"Oui";"1443";"3770014795113";"";"Canistrelli Corses Figues Noix 200 g";"DB-RO-UUN-NN-P";"Biscuits";"2.90";"4.00";"";"11";
"Maison ZAMBONI";"Oui";"1444";"3770014795168";"";"Canistrelli Corses CITRON/AMANDES 200 g";"DB-RO-UUN-NN-P";"Biscuits";"2.90";"4.00";"";"11";
"Maison ZAMBONI";"Oui";"1524";"3770014795151";"";"Canistrelli Corses noisettes 200 g";"DB-RO-UUN-NN-P";"Biscuits";"2.90";"4.00";"";"10";
"Maison ZAMBONI";"Non";"1438";"3770014795120";"";"Canistrelli Corses chouchou 200 g";"DB-RO-UUN-NN-P";"Biscuits";"2.90";"4.00";"";"0";
"Maison ZAMBONI";"Non";"1442";"3770014795083";"";"Canistrelli Corses ANIS 200 g";"DB-RO-UUN-NN-P";"Biscuits";"2.90";"4.00";"";"0";
"Marc Monpoix";"Non";"1585";"";"";"Citron BIO (au 500g)";"FA-MN-KMN-NO";"Agrumes";"0.00";"1.50";"kg";"1";
"MARIUS FABRE";"Oui";"1663";"3298650501016";"";"Savon noir liquide 1 L Lavoir";"BX-RO-UUN-NN-P";"Accueil";"5.14";"6.45";"";"8";
"MARIUS FABRE";"Oui";"1664";"3298651717164";"";"Copeaux Savon Marseille 980g sans Palme";"BX-RO-UUN-NN-P";"Accueil";"9.55";"11.95";"";"3";
"MARIUS FABRE";"Oui";"1665";"";"";"Savon Marseille vert 420g";"BX-RO-UUN-NN-P";"Soins";"2.00";"2.50";"";"40";
"MARIUS FABRE";"Oui";"1666";"";"";"Savon liquide Marseille 400 ml chèvrefeuille";"BX-RO-UUN-NN-P";"Accueil";"5.50";"6.90";"";"12";
"MARIUS FABRE";"Oui";"1668";"3298651716884";"";"Savonnette 150g chevrefeuille";"BX-RO-UUN-NN-P";"Accueil";"2.09";"2.60";"";"24";
"MARIUS FABRE";"Oui";"1669";"3298651716907";"";"Savonnette 150g lavande sans palme";"BX-RO-UUN-NN-P";"Accueil";"2.09";"2.60";"";"23";
"MARIUS FABRE";"Oui";"1670";"3298651716976";"";"Savonnette 150g  SANS parfum  sans palme";"BX-RO-UUN-NN-P";"Accueil";"2.09";"2.60";"";"8";
"MARIUS FABRE";"Oui";"1671";"3298651778271";"";"Shampoing familial lavande 1L";"BX-RO-UUN-NN-P";"Soins";"9.00";"11.25";"";"4";
"MARIUS FABRE";"Oui";"1672";"3298651778295";"";"Shampoing familial verveine 1L";"BX-RO-UUN-NN-P";"Soins";"9.00";"11.25";"";"3";
"MARIUS FABRE";"Oui";"1848";"3298651716952";"";"Savonnette 150g verveine";"BX-RO-UUN-NN-P";"Soins";"2.09";"2.60";"";"12";
"MARIUS FABRE";"Oui";"1849";"3298651710301";"";"Savon d'Alep 170g";"BX-RO-UUN-NN-P";"Soins";"4.67";"5.84";"";"9";
"MARIUS FABRE";"Oui";"1850";"3298651700876";"";"Savon liquide Marseille liquide  recharge  1 L Lavande";"BX-RO-UUN-NN-P";"Soins";"7.82";"9.78";"";"6";
"MARIUS FABRE";"Non";"1667";"";"";"Savon liquide Marseille 400 ml sans parfum";"BX-RO-UUN-NN-P";"Accueil";"5.50";"6.90";"";"0";
"Moulin Pichard";"Oui";"134";"3572520000015";"";"Farine de blé BIO type T.65 1 kg";"DG-RO-UUN-NN-P";"Farine";"1.47";"1.95";"Kg";"17";
"Moulin Pichard";"Oui";"136";"3572520000091";"";"Farine de blé BIO type T.150 1 kg";"DG-RO-UUN-NN-P";"Farine";"1.41";"1.75";"Kg";"6";
"Moulin Pichard";"Oui";"289";"3572520000039";"";"Farine de blé Type T.80 Moulin Pichard 1 kg";"DG-RO-UUN-NN-P";"Epicerie salée";"1.43";"2.00";"Kg";"15";
"Moulin Pichard";"Oui";"291";"3572520000176";"";"Farine aux 9 céréales 1 kg";"DG-RO-UUN-NN-P";"Epicerie salée";"1.95";"2.50";"Kg";"14";
"Moulin Pichard";"Oui";"293";"3572520030005";"";"Farine de petit épeautre intégral 1 kg";"DG-RO-UUN-NN-P";"Epicerie salée";"3.85";"4.15";"Kg";"19";
"Moulin Pichard";"Oui";"294";"";"357252000013";"Farine de seigle Type T.170 1 kg";"DG-RO-UUN-NN-P";"Epicerie salée";"1.30";"2.00";"Kg";"18";
"Moulin Pichard";"Oui";"1824";"";"";"Farine de blé BIO type T.65  sac de 5 kg";"DG-RO-UUN-NN-P";"Farine";"7.00";"8.75";"Kg";"2";
"Moulin Pichard";"Oui";"1829";"";"";"Farine T 110 1 kg Moulin Pichard";"DG-RO-UUN-NN-P";"Farine";"1.44";"1.75";"Kg";"18";
"Moulin Pichard";"Non";"135";"3572520000152";"";"Farine de sarrasin complet 1 kg";"DG-RO-UUN-NN-P";"Epicerie salée";"2.38";"3.75";"Kg";"20";
"Moulin Pichard";"Non";"292";"";"";"Farine d'épeautre 1 kg";"DG-RO-UUN-NN-P";"Epicerie salée";"3.06";"3.70";"Kg";"0";
"Moulin Pichard";"Non";"309";"";"";"Farine BIO de pois chiche au Kg";"DG-RO-KUN-OO-P";"Epicerie salée";"2.53";"3.20";"Kg";"3";
"Moulin Pichard";"Non";"310";"";"";"Farine Mix BIO sans gluten au Kg";"DG-RO-KUN-ON-P";"Epicerie salée";"3.69";"4.70";"Kg";"0";
"MTaPlanet";"Oui";"1290";"";"";"Liquide Vaisselle 500ml";"VM-RN-UUN-NN-N";"Accueil";"4.37";"5.45";"";"4";
"MTaPlanet";"Oui";"1291";"";"";"Lessive Liquide VRAC  1L";"VM-RN-UUN-NN-N";"Accueil";"3.28";"4.10";"";"9";
"MTaPlanet";"Oui";"1769";"";"";"Dégraissant  flacon   500ml avec spray";"VM-RN-UUN-NN-N";"Accueil";"5.07";"6.30";"";"3";
"MTaPlanet";"Oui";"1770";"";"";"Lessive  flacon  1L";"VM-RN-UUN-NN-N";"Accueil";"5.25";"6.55";"";"4";
"MTaPlanet";"Oui";"1771";"";"";"Liquide WC  VRAC - vendu en 500ml";"VM-RN-UUN-NN-N";"Accueil";"1.11";"1.50";"";"8";
"MTaPlanet";"Oui";"1772";"";"";"Liquide WC flacon  500ml avec spray";"VM-RN-UUN-NN-N";"Accueil";"4.85";"6.05";"";"2";
"MTaPlanet";"Oui";"1773";"";"";"Dégraissant VRAC    vendu en  unités de 500ml";"VM-RN-UUN-NN-N";"Accueil";"2.65";"3.50";"";"10";
"MTaPlanet";"Oui";"1774";"";"";"Liquide Vaisselle VRAC vendu en  500ml";"VM-RN-UUN-NN-N";"Accueil";"1.48";"1.85";"";"6";
"MTaPlanet";"Non";"1292";"";"";"Contenant 5L avec bouchon à vis";"VM-RN-UUN-NN-N";"Accueil";"5.00";"6.25";"";"1";
"MTaPlanet";"Non";"1293";"";"";"Bouchon robinet pour contenant 5L";"MX-RN-UUN-NN-N";"Accueil";"2.90";"3.65";"";"2";
"MTaPlanet";"Non";"1294";"";"";"Contenant 1L avec bouchon à vis";"MX-RN-UUN-NN-N";"Accueil";"2.90";"3.65";"";"2";
"MTaPlanet";"Non";"1295";"";"";"Contenant 1500ml avec bouchon à vis";"MX-RN-UUN-NN-N";"Accueil";"2.90";"3.65";"";"5";
"MTaPlanet";"Non";"1459";"";"";"Liquide Sol VRAC  1L";"VM-RN-UUN-NN-@";"Accueil";"2.95";"3.90";"";"6";
"NaturDis_A";"Oui";"199";"3556355013105";"";"Farine de blé MELBIO type T.110 1 kg";"DG-RO-UUN-NN-P";"Epicerie salée";"1.70";"2.15";"Kg";"11";
"NaturDis_A";"Oui";"1455";"3572520000152";"";"Farine de sarrasin complet 1 kg";"DG-RO-UUN-NN-P";"Epicerie salée";"3.01";"3.75";"Kg";"12";
"NaturDis_A";"Oui";"1551";"3378730101050";"";"VIJAYA Raisins sultanine 250g";"DF-RO-UUN-NN-P";"Epicerie sucrée";"2.15";"2.70";"";"19";
"NaturDis_A";"Oui";"1553";"3329484711200";"";"Haricot azuki  500g MARKAL";"SR-RO-UUN-NN";"Accueil";"2.01";"2.50";"";"7";
"NaturDis_A";"Oui";"1554";"3329484611203";"";"Pois cassés  500g MARKAL";"SR-RO-UUN-NN";"Accueil";"1.92";"2.55";"";"4";
"NaturDis_A";"Oui";"1558";"3252920034192";"";"Lait UHT 1/2 écrémé  1L  Grandeur Nature";"CR-RO-UUN-NN";"Crèmerie";"1.11";"1.40";"";"990";
"NaturDis_A";"Oui";"1559";"8713445020282";"";"Amidon de Maïs (Maizena)  250 g - Joannusmolen";"DG-RO-UUN-NN-P";"Accueil";"2.42";"3.05";"";"6";
"NaturDis_A";"Oui";"1560";"3187560002464";"";"fleur d'oranger Cavasse 500ml";"DS-RO-UUN-NN";"Accueil";"6.83";"8.55";"";"6";
"NaturDis_A";"Oui";"1562";"3570513267049";"";"Fromage Mozzarella de vache 125g miaterra";"CR-RO-UUN-NN";"Fromages et Crèmerie";"1.14";"1.45";"";"994";
"NaturDis_A";"Oui";"1563";"4026913180086";"";"Fromage Parmesan  Reggiano 150g";"CF-RO-PUN-ON-S";"Vache";"4.78";"5.95";"Kg";"1003";
"NaturDis_A";"Oui";"1565";"";"";"Huile Essentielle Ravintsara Biologique Florame 10ml";"SE-SI-UUN-NN-P";"Accueil";"6.54";"8.20";"";"0";
"NaturDis_A";"Oui";"1568";"";"";"Huile Essentielle Pin Sylvestre Biologique Florame 10 ml";"SE-SI-UUN-NN-P";"Accueil";"6.03";"7.55";"";"0";
"NaturDis_A";"Oui";"1573";"3273220142219";"";"Beurre de baratte  demi sel  250g tante helene";"CF-RO-UUN-NN-S";"Crèmerie";"2.88";"3.60";"";"1014";
"NaturDis_A";"Oui";"1587";"3382322010002";"";"Beurre doux Biogam 250g";"CF-RO-UUN-NN-S";"Crèmerie";"2.59";"3.40";"";"998";
"NaturDis_A";"Oui";"1591";"3329488211201";"";"Graines de courges Markal 500g";"SR-RO-UUN-NN";"Accueil";"4.04";"5.05";"";"6";
"NaturDis_A";"Oui";"1592";"3329488411250";"";"Graines de tournesol Markal 250g";"SR-RO-UUN-NN";"Accueil";"1.21";"1.50";"";"5";
"NaturDis_A";"Oui";"1593";"3329482541205";"";"Kasha sarrasin grillé 500GR Markal";"SR-RO-UUN-NN";"Accueil";"2.51";"3.30";"";"7";
"NaturDis_A";"Oui";"1594";"3329482231205";"";"Orge perlé  500GR Markal";"SR-RO-UUN-NN";"Accueil";"1.32";"1.65";"";"5";
"NaturDis_A";"Oui";"1662";"3273220107447";"";"Creme legere Normandie Tante Hélène  UHT 3X20CL";"CR-RO-UUN-NN";"Crèmerie";"3.53";"4.40";"";"1001";
"NaturDis_A";"Oui";"1738";"3329488161254";"";"Graines de pavot  Markal 250g";"SR-RO-UUN-NN";"Accueil";"2.84";"3.55";"";"7";
"NaturDis_A";"Oui";"1739";"3329488311253";"";"Graines de lin doré Markal 250g";"SR-RO-UUN-NN";"Accueil";"1.28";"1.60";"";"2";
"NaturDis_A";"Oui";"1740";"3378730203068";"";"Poudre d'amande VIJAYA      125g";"SR-RO-UUN-NN";"Accueil";"2.68";"3.35";"";"4";
"NaturDis_A";"Oui";"1747";"3570513268527";"";"Burrata des Pouilles 125g miaterra";"CR-RO-UUN-NN";"Fromages et Crèmerie";"2.12";"2.65";"125g";"986";
"NaturDis_A";"Oui";"1756";"3452519050026";"";"Abricots séchés extra moelleux Bio 70 g . Lilifruit.";"DF-RO-UUN-NN-P";"Epicerie sucrée";"1.51";"2.00";"";"6";
"NaturDis_A";"Oui";"1814";"5411788046992";"";"LIMA SOY soja cuisine 200 ML";"SH-RO-UUN-NN-P";"Epicerie salée";"0.82";"1.00";"bouteille 75cl";"1005";
"NaturDis_A";"Oui";"1815";"5411788047005";"";"LIMA rice riz  cuisine 200 ML";"SH-RO-UUN-NN-P";"Sauces et Accompagnements";"0.89";"1.10";"bouteille 75cl";"1011";
"NaturDis_A";"Oui";"1816";"3259010500018";"";"Boisson soja nature 1L";"DP-RO-UUN-NN-P";"Laits végétaux";"1.48";"1.85";"";"1005";
"NaturDis_A";"Oui";"1817";"3259010500049";"";"Boisson soja calcium 1L";"DP-RO-UUN-NN-P";"Laits végétaux";"1.48";"1.85";"";"1005";
"NaturDis_A";"Non";"1361";"3570514585401";"";"Panettone Glacé Traditionnel BIO";"DG-RN-UUN-NN-P";"Accueil";"8.20";"10.00";"unité";"0";
"NaturDis_A";"Non";"1410";"710535371901";"";"Chocolat tablette noir 80% Mexique 70g";"DC-RO-UUN-NN-P";"Chocolat";"4.09";"5.00";"tablette";"0";
"NaturDis_A";"Non";"1411";"705632793008";"";"Chocolat tablette au lait 50%  GUATEMALA 70g";"DC-RO-UUN-NN-P";"Chocolat";"4.09";"5.00";"tablette";"0";
"NaturDis_A";"Non";"1412";"705632793046";"";"Chocolat tablette noir 75% et noisettes Rép. Dominicaine 70g";"DC-RO-UUN-NN-P";"Chocolat";"4.09";"5.00";"tablette";"0";
"NaturDis_A";"Non";"1413";"710535371857";"";"Chocolat tablette Lait Caramel Beurre Salé 50%  PEROU 70g";"DC-RO-UUN-NN-P";"Chocolat";"4.09";"5.00";"tablette";"0";
"NaturDis_A";"Non";"1414";"705632793015";"";"Chocolat tablette noir 65% nougatine pistache Nicaragua70g";"DC-RO-UUN-NN-P";"Chocolat";"4.09";"5.00";"tablette";"0";
"NaturDis_A";"Non";"1415";"705632793114";"";"Chocolat tablette noir 75% Nougatine Amande Panama 70g";"DC-RO-UUN-NN-P";"Chocolat";"4.09";"5.00";"tablette";"0";
"NaturDis_A";"Non";"1504";"";"";"Panettone Traditionnel BIO";"DG-RN-UUN-NN-P";"Accueil";"9.70";"12.10";"unité";"0";
"NaturDis_A";"Non";"1556";"";"";"Crème Fraîche De Normandie 20cl Bio yo gourmand";"CR-MV-UUN-NN";"Fromages et Crèmerie";"1.18";"1.47";"";"0";
